Text ,Slang,Abbreviations,Text meaning
 Mình trước Mình match vs anh kia đc cỡ 3 ngày tính mình k thích nchuyen trên mạng nhiều mình thích gặp nhau có j vìa bye luôn đỡ tốn thời gian tìm hiểu Cái mình hẹn ảnh ra gặp mình mà ảnh còn rủ qua nhà nấu ăn nửa nên mình nghỉ là đuma quá đã chuyến này chắc nấu ăn xong là bôn lành thiệt r Ảnh gửi t địa chỉ là 1050 lvl nhà bè mà lạ loz là ảnh nói ảnh ở chung cư t chạy tới đéo thấy cái chung cư nào tụi bây t hơi hoảng,loz,"lvl, j, vs, t, r, loz, đc",Mình trước Mình match với anh kia được cỡ 3 ngày tính mình không thích nchuyen trên mạng nhiều mình thích gặp nhau có gì vìa bye luôn đỡ tốn thời gian tìm hiểu Cái mình hẹn ảnh ra gặp mình mà ảnh còn rủ qua nhà nấu ăn nửa nên mình nghỉ là đuma quá đã chuyến này chắc nấu ăn xong là bôn lành thiệt rồi Ảnh gửi tao địa chỉ là 1050 lê văn lương nhà bè mà lạ lùng là ảnh nói ảnh ở chung cư tao chạy tới đéo thấy cái chung cư nào tụi bây tao hơi hoảng
Xong t nhắn ảnh xún rước cái tự nhiên ảnh kiu t mua hộp chân gà bên cái xe đối diện đường Khúc này t thấy kì kì má t bảo là ủa lát mình nấu ăn mà mua chân gà chi ảnh bảo là ăn dặm đỡ đói nhưng mà trời độ t đéo có tiền mặt bây ơi dứ t cũng hơi có linh cảm k lành nên t bảo thôi em không mua đâu anh xún rước em lẹ đi T nhắn xong t thấy bà bot bán chân gà bấm điện thoại lia lịa bả dừa bấm là tin nhắn của ảnh tới,,"t, k",Xong tao nhắn ảnh xuống rước cái tự nhiên ảnh kêu tao mua hộp chân gà bên cái xe đối diện đường Khúc này tao thấy kì kì má tao bảo là ủa lát mình nấu ăn mà mua chân gà chi ảnh bảo là ăn dặm đỡ đói nhưng mà trời độ tao đéo có tiền mặt bây ơi dứ tao cũng hơi có linh cảm không lành nên tao bảo thôi em không mua đâu anh xún rước em lẹ đi Tao nhắn xong tao thấy bà bot bán chân gà bấm điện thoại lia lịa bả dừa bấm là tin nhắn của ảnh tới
 Đoạn tin nhắn khiến tôi nhớ mãi Em về đi anh thấy em mập hơn trên hình á chắc mình k hợp Lúc đó t biết là t xém bị cđ bán chân gà ế up sale rồi đó,,"t, k, cđ", Đoạn tin nhắn khiến tôi nhớ mãi Em về đi anh thấy em mập hơn trên hình á chắc mình không hợp Lúc đó tao biết là tao xém bị con đĩ bán chân gà ế giảm giá mạnh rồi đó
T cũng đâu mặp lắm đâu,,T,Tao cũng đâu mặp lắm đâu
Ê mng thử tưởng tượng nó rủ 10 đứa qua đi là nó sale đc 10 hộp chân gà r đó má phẻ ge,,"r, đc",Ê mọi người thử tưởng tượng nó rủ 10 đứa qua đi là nó giảm giá đc 10 hộp chân gà rồi đó má phẻ ge
Oải oải,,,Oải oải
Một cô gái rất chủ động,,,Một cô gái rất chủ động
clm ác v á hã,clm,"clm, v",ôi thật sự ác vậy á hả
đọc xả street,street,,đọc xả stress
có kinh nghiệm bán hàng luôn,,,có kinh nghiệm bán hàng luôn
ý là 2 đực hẹn hò nhau à,,,ý là 2 đực hẹn hò nhau à
Muốn bôn lành gặp anh,bôn lành,,Muốn thật nhanh gặp anh
Vãi chơi cái trò con bò gì vậy tr vừa mắc cười mà vừa tội bạn,"vãi, con bò",tr,uầy chơi cái trò thú vị gì vậy trời vừa mắc cười mà vừa tội bạn
Đm sáng cười bung chỉ,đm,Đm,Ôi thật là sáng cười bung chỉ
Mấy con bò đang ăn cỏ trên cánh đồng xa xa,,,Mấy con bò đang ăn cỏ trên cánh đồng xa xa
cuoi chet,,,cười chết
kh bít nói gì,,"kh, bít",không biết nói gì
Thiệt hay fact z tr t cũng ở q7 nè để nào chạy qua nghía thử coi chứ làm ăn gì sống nhăn z,,"z, tr, t, q7",Thiệt hay fact vậy trời tao cũng ở quận 7 nè để nào chạy qua nghía thử coi chứ làm ăn gì sống nhăn vậy
Chạy qua 1050 lê văn lương đi nhìn thấy xe bán chân gà hải sản xào liền k dỡn,,k,Chạy qua 1050 lê văn lương đi nhìn thấy xe bán chân gà hải sản xào liền không đùa
Chết cười,,,Chết cười
Những bức tranh sẽ thay đổi góc nhìn của bạn về cuộc sống,,,Những bức tranh sẽ thay đổi góc nhìn của bạn về cuộc sống
Tình yêu thà thiếu chứ không được tuỳ tiện,,,Tình yêu thà thiếu chứ không được tuỳ tiện
Sức mạnh của sự thay đổi tư duy,,,Sức mạnh của sự thay đổi tư duy
"Em đã từng yêu anh từng yêu anh bằng cả trái tim thuần khiết Bây giờ em vẫn yêu anh nhưng là yêu anh bằng một trái tim có muôn ngàn lỗ thủng
",,,"Em đã từng yêu anh từng yêu anh bằng cả trái tim thuần khiết Bây giờ em vẫn yêu anh nhưng là yêu anh bằng một trái tim có muôn ngàn lỗ thủng
"
Tầm quan trọng của các bước nhỏ hơn,,,Tầm quan trọng của các bước nhỏ hơn
"Tôi chợt nhận ra chị em phụ nữ còn có cảm tình với tôi hơn cánh đàn ông nữa tôi Gay ơi trời nói chuyện bìn thừn thôi chứ đừng mong tôi thẳng hay thính tôi ạ
  TÔI GAY",,,"Tôi chợt nhận ra chị em phụ nữ còn có cảm tình với tôi hơn cánh đàn ông nữa tôi Gay ơi trời nói chuyện bình thường thôi chứ đừng mong tôi thẳng hay thính tôi ạ
  TÔI GAY"
Cái vibe nì dễ mê quá mừ,"mừ, nì",,Cái phong thái này dễ mê quá mà
lam quen kh a zai,zai,kh,làm quen không anh trai
vibe này nhìn thích thật nhma cảm giác kh với tới huhu,,"kh, nhma",vibe này nhìn thích thật nhưng mà cảm giác không với tới huhu
Mong những người có tâm ko thiện lành vớ đc 2,,"ko, đc",Mong những người có tâm không thiện lành vớ được 2
Chắc tao phải block mày khỏi cái trang tao,,,Chắc tao phải chặn mày khỏi cái trang tao
Lóc là có chiện liền,"lóc, chiện",,chặn là có chuyện liền
Giữa rất nhìu người nhưng lại đc chị e thích nhìu thì chứng tỏ bn có sức hút kkk,,"đc, e, bn",Giữa rất nhìu người nhưng lại đc chị e thích nhìu thì chứng tỏ bn có sức hút kakaka
em thích ank,,ank,em thích anh
Hỉu gòi,hỉu gòi,,Hiểu rồi
Hui mò hui mò hong zận,"hui mò, hong",zận,Thôi mà thôi mà không giận
thật,,,thật
Giả,,,Giả
Phận đào hoa bên nào cũng không tha,,,Phận đào hoa bên nào cũng không tha
Tôi là công an yêu cầu đồng chí báo cáo riêng cho tôi chỗ ở hiện tại liền,,,Tôi là công an yêu cầu đồng chí báo cáo riêng cho tôi chỗ ở hiện tại liền
Là do cái vibe ông toả ra ấy gái cũng bu tôi nhiều lắm tại vibe trapboy badboy đồ lúc tôi lên bar,,,Là do cái vibe ông toả ra ấy gái cũng bu tôi nhiều lắm tại có phong cách trai bẫy hoặc trai đểu đồ lúc tôi lên vũ trường
Xu,xu,,Xui
Cái vibe này ai cũng mê nên gáng gáng đi,,,Cái phong cách này ai cũng mê nên cố gắng đi
Nói xin lỗi mình có chồng r là mấy bà né liền,,r,Nói xin lỗi mình có chồng rồi là mấy bà né liền
Xu ghê,xu,,Xui ghê
Bh mà e vs a đến vs nhau thì các chị còn có cảm tình k nhỉ bị xạo á,,"Bh, e, a, vs",Bây giờ mà em với anh đến với nhau thì các chị còn có cảm tình không nhỉ bị xạo á
ai kêu boi fen ma te ri ờ chi,boi fen ma te ri ờ,,ai kêu chất liệu bạn trai chi
em cũng có tc với anh mà anh hong nhận ra àaa,,tc,em cũng có tình cảm với anh mà anh hong nhận ra àaa
ước được ăn cookies 2 làm 3,,,ước được ăn bánh quy 2 làm 3
Lúc trước Đẹp quá hay quá dở quá ngon quá,,,Lúc trước Đẹp quá hay quá dở quá ngon quá
Bây giờ Ê ê ê ê nha ê,,,Bây giờ Ê ê ê ê nha ê
tôi sau mỗi buổi giãn cơ,,,tôi sau mỗi buổi giãn cơ
"Không nói nhiều 
",,,"Không nói nhiều 
"
Màu xanh là của anh,,,Màu xanh là của anh
Em cũng là của anh luôn,,,Em cũng là của anh luôn
"Nghịch lý cuộc sống 
",,,"Nghịch lý cuộc sống 
"
Lúc muốn có ny thì toàn gặp trap với ghost,,ny,Lúc muốn có người yêu thì toàn gặp trap với ghost
Còn lúc cảm thấy tự do bay nhẩy ko cần có ny thì bao người nhẩu vào tán,,"ny, ko",Còn lúc cảm thấy tự do bay nhẩy không cần có người yêu thì bao người nhẩu vào tán
Rút cục thì đem về vẫn ôm gối ngủ 1 mình,,,Rút cục thì đem về vẫn ôm gối ngủ 1 mình
tôi vừa đạp xe từ hà nội về yên bái nó thực sự là 1 trải nghiệm,,,tôi vừa đạp xe từ hà nội về yên bái nó thực sự là 1 trải nghiệm
Tôi từng đi bộ từ Đà Nẵng ra Huế 120km ôi thề lúc đó tinh thần thép thế giờ làm gì cũng có kiên trì nhưng trekking thì không,,,Tôi từng đi bộ từ Đà Nẵng ra Huế 120km ôi thề lúc đó tinh thần thép thế giờ làm gì cũng có kiên trì nhưng trekking thì không
Vl đi bộ này thế mấy ngày thế ạ,vl,Vl,Thật á đi bộ này thế mấy ngày thế ạ
2 ngày thôi ạ một ngày con người có thể đi bộ 70km mà,,,2 ngày thôi ạ một ngày con người có thể đi bộ 70km mà
Nghĩ tới việc dùng cả ngày chỉ để đi bộ thì em chịu Lái xe về quê 2 tiếng còn thấy lâu như mấy ngày rồi ấy,,,Nghĩ tới việc dùng cả ngày chỉ để đi bộ thì em chịu Lái xe về quê 2 tiếng còn thấy lâu như mấy ngày rồi ấy
Cảnh Việt Nam mình đẹp bạn ơi năm đó tui đã chinh phục cả Đèo Hải Vân đấy biển mây cảnh trong trí nhớ thôi vừa đi vừa ngắm cảnh Thử trekking xem ạ,,,Cảnh Việt Nam mình đẹp bạn ơi năm đó tui đã chinh phục cả Đèo Hải Vân đấy biển mây cảnh trong trí nhớ thôi vừa đi vừa ngắm cảnh Thử trekking xem ạ
cháy ác,,,cháy ác
Tuổi trẻ,,,Tuổi trẻ
Đạp về YB là đi lên cao hơn so với mặt nước biển đạp to chân luôn,,YB,Đạp về Yên Bái là đi lên cao hơn so với mặt nước biển đạp to chân luôn
Có được lên báo không vậy 1 thanh niên đạp xe từ HN ve YB vì nhớ mẹ,,"HN, YB",Có được lên báo không vậy 1 thanh niên đạp xe từ Hà Nội ve Yên Bái vì nhớ mẹ
Thật sự luônm,,,Thật sự luôn
Ghê vậy man,man,,Ghê vậy ông anh
đi bên này sông cho gần đi bên kia cầu phong châu xa hơn,,,đi bên này sông cho gần đi bên kia cầu phong châu xa hơn
vcl oách,vcl,vcl,Thật oách
Mất bao lâu bro,bro,,Mất bao lâu người anh em
T đạp xe từ nhà ra quán chưa được 1km mà mệt vãi cả l rồi,vãi cả l,T,Tao đạp xe từ nhà ra quán chưa được 1km mà mệt vãi cả luôn rồi
Ê đỉnh zị,zị,,Ê đỉnh vậy
Tôi đạp xe từ HN về TH 162km từ hè,,"HN, TH",Tôi đạp xe từ Hà Nội về Thanh Hoá 162km từ hè
má giống mấy vụ đi chơi lạc từ tỉnh này sang tỉnh kia vl,vl,vl,má giống mấy vụ đi chơi lạc từ tỉnh này sang tỉnh kia cực
a đi mất bao lâu ạ,,a,anh đi mất bao lâu ạ
Bí ẩn nhân loại cổ xưa,,,Bí ẩn nhân loại cổ xưa
Chờ đợi 10 năm cuối cùng đã có đáp án,,,Chờ đợi 10 năm cuối cùng đã có đáp án
Mất luôn tuổi thơ v,v,v,Mất luôn tuổi thơ thật
Chuẩn v,,v,Chuẩn vậy
chuẩn kh phải chỉnh,,kh,chuẩn không phải chỉnh
Tui cũng từng cmt như này,,cmt,Tui cũng từng bình luận như này
t cũng thé và nhớ đông tây theo kiểu ASEAN có E nên east là đông west là tây hehe,,"ASEAN, t",tao cũng thé và nhớ đông tây theo kiểu Hiệp hội các quốc gia Đông Nam Á có E nên east là đông west là tây hehe
Giống t,,t,Giống tao
xin cảm ơn vì đã cho tôi biết mình không cô đơn,,,xin cảm ơn vì đã cho tôi biết mình không cô đơn
Tớ cx vậy,,cx,Tớ cũng vậy
Ngôi South phương nam,,,Ngôi Sao phương nam
Kanye West là thằng Tây,,,Kanye West là thằng Tây
Ê nha,,,Ê nha
hồi đó t còn cố liên tưởng west thành Taylor Swift đhs lại thế cho dễ nhớ mà hoá ra nó k dễ chút nào t ghi vào đề thi là wift ạ,đhs,"t, k, đhs",hồi đó tao còn cố liên tưởng west thành Taylor Swift không hiểu sao lại thế cho dễ nhớ mà hoá ra nó không dễ chút nào tao ghi vào đề thi là wift ạ
Vì vụ kanye west à má hài quá,,,Vì vụ kanye west à má hài quá
Hơi ko giống ai nma tui mỗi lần quên thì cứ liên tưởng tới mấy bài rap thời 9x hồi xưa hay nghe đầu bài rap mấy ổng hay nói kiểu south side rap hay from the south side là giọng miền nam rồi tui bắt đầu suy ra,,"ko, nma",Hơi không giống ai nhưng mà tui mỗi lần quên thì cứ liên tưởng tới mấy bài rap thời 9x hồi xưa hay nghe đầu bài rap mấy ổng hay nói kiểu south side rap hay from the south side là giọng miền nam rồi tui bắt đầu suy ra
Êi chính t,,t,Êi chính tao
Tại sao mình luôn chi 1 khoảng để mua quần áo mới mỗi tháng,,,"Tại sao mình luôn chi 1 khoảng để mua quần áo mới mỗi tháng
  "
Mặc đẹp mặc chỉn chu mặc món mình thích làm mình tự tin hơn có năng lượng hơn và tích cực hơn,,,Mặc đẹp mặc chỉn chu mặc món mình thích làm mình tự tin hơn có năng lượng hơn và tích cực hơn
Và mình đang đầu tư vào các item thời trang bền vững thay vì thời trang nhanh ưu tiên tính ứng dụng và chất liệu lên hàng đầu,,,Và mình đang đầu tư vào các item thời trang bền vững thay vì thời trang nhanh ưu tiên tính ứng dụng và chất liệu lên hàng đầu
Đúng thiệttt Mặc dù nhiều khi đi ra ngoài cũng chẳng gặp ai nhưng vẫn makeup xinh xắn ăn mặc xinh đẹp ra đường vừa vui vừa tự tin x10 lần,,,Đúng thiệttt Mặc dù nhiều khi đi ra ngoài cũng chẳng gặp ai nhưng vẫn makeup xinh xắn ăn mặc xinh đẹp ra đường vừa vui vừa tự tin x10 lần
đi đổ rác cũng phải xinh hả,,,đi đổ rác cũng phải xinh hả
Mua một món quần áo mới cũng có thể làm mình zui cả ngày nữa,zui,,Mua một món quần áo mới cũng có thể làm mình vui cả ngày nữa
Có đồ đẹp là có động lực thức dậy đi làm liền,,,Có đồ đẹp là có động lực thức dậy đi làm liền
Đúng voậy,voậy,,Đúng vậy
đúng ùi hay bị mẹ la là mua đồ quá nhiều nhưng việc mua đồ và mặc đẹp là niềm hạnh phúc với mình á có thể ăn k ngon nhưng đồ phải chỉnh chu,,k,đúng rồi hay bị mẹ la là mua đồ quá nhiều nhưng việc mua đồ và mặc đẹp là niềm hạnh phúc với mình á có thể ăn không ngon nhưng đồ phải chỉnh chu
mua đồ luôn cho mẹ đii,,,mua đồ luôn cho mẹ đii
