Text ,Slang,Abbreviations,Text meaning
vãi chơi cái trò con bò gì vậy tr vừa mắc cười mà vừa tội bạn,vãi con bò,tr,uầy chơi cái trò thú vị gì vậy trời vừa mắc cười mà vừa tội bạn
đm sáng cười bung chỉ,đm,đm,ôi thật là sáng cười bung chỉ
mấy con bò đang ăn cỏ trên cánh đồng xa xa,,,mấy con bò đang ăn cỏ trên cánh đồng xa xa
cuoi chet,,,cười chết
kh bít nói gì,,kh bít,không biết nói gì
thiệt hay fact z tr t cũng ở q7 nè để nào chạy qua nghía thử coi chứ làm ăn gì sống nhăn z,,z tr t q7,thiệt hay fact vậy trời tao cũng ở quận 7 nè để nào chạy qua nghía thử coi chứ làm ăn gì sống nhăn vậy
chạy qua 1050 lê văn lương đi nhìn thấy xe bán chân gà hải sản xào liền k dỡn,,k,chạy qua 1050 lê văn lương đi nhìn thấy xe bán chân gà hải sản xào liền không đùa
chết cười,,,chết cười
những bức tranh sẽ thay đổi góc nhìn của bạn về cuộc sống,,,những bức tranh sẽ thay đổi góc nhìn của bạn về cuộc sống
tình yêu thà thiếu chứ không được tuỳ tiện,,,tình yêu thà thiếu chứ không được tuỳ tiện
sức mạnh của sự thay đổi tư duy,,,sức mạnh của sự thay đổi tư duy
"em đã từng yêu anh từng yêu anh bằng cả trái tim thuần khiết bây giờ em vẫn yêu anh nhưng là yêu anh bằng một trái tim có muôn ngàn lỗ thủng
",,,"em đã từng yêu anh từng yêu anh bằng cả trái tim thuần khiết bây giờ em vẫn yêu anh nhưng là yêu anh bằng một trái tim có muôn ngàn lỗ thủng
"
tầm quan trọng của các bước nhỏ hơn,,,tầm quan trọng của các bước nhỏ hơn
"tôi chợt nhận ra chị em phụ nữ còn có cảm tình với tôi hơn cánh đàn ông nữa tôi gay ơi trời nói chuyện bìn thừn thôi chứ đừng mong tôi thẳng hay thính tôi ạ
  tôi gay",,,"tôi chợt nhận ra chị em phụ nữ còn có cảm tình với tôi hơn cánh đàn ông nữa tôi gay ơi trời nói chuyện bình thường thôi chứ đừng mong tôi thẳng hay thính tôi ạ
  tôi gay"
cái vibe nì dễ mê quá mừ,mừ nì,,cái phong thái này dễ mê quá mà
lam quen kh a zai,zai,kh,làm quen không anh trai
vibe này nhìn thích thật nhma cảm giác kh với tới huhu,,kh nhma,vibe này nhìn thích thật nhưng mà cảm giác không với tới huhu
mong những người có tâm ko thiện lành vớ đc 2,,ko đc,mong những người có tâm không thiện lành vớ được 2
chắc tao phải block mày khỏi cái trang tao,,,chắc tao phải chặn mày khỏi cái trang tao
lóc là có chiện liền,lóc chiện,,chặn là có chuyện liền
giữa rất nhìu người nhưng lại đc chị e thích nhìu thì chứng tỏ bn có sức hút kkk,,đc e bn,giữa rất nhìu người nhưng lại đc chị e thích nhìu thì chứng tỏ bn có sức hút kakaka
em thích ank,,ank,em thích anh
hỉu gòi,hỉu gòi,,hiểu rồi
hui mò hui mò hong zận,hui mò hong,zận,thôi mà thôi mà không giận
thật,,,thật
giả,,,giả
phận đào hoa bên nào cũng không tha,,,phận đào hoa bên nào cũng không tha
tôi là công an yêu cầu đồng chí báo cáo riêng cho tôi chỗ ở hiện tại liền,,,tôi là công an yêu cầu đồng chí báo cáo riêng cho tôi chỗ ở hiện tại liền
là do cái vibe ông toả ra ấy gái cũng bu tôi nhiều lắm tại vibe trapboy badboy đồ lúc tôi lên bar,,,là do cái vibe ông toả ra ấy gái cũng bu tôi nhiều lắm tại có phong cách trai bẫy hoặc trai đểu đồ lúc tôi lên vũ trường
xu,xu,,xui
cái vibe này ai cũng mê nên gáng gáng đi,,,cái phong cách này ai cũng mê nên cố gắng đi
nói xin lỗi mình có chồng r là mấy bà né liền,,r,nói xin lỗi mình có chồng rồi là mấy bà né liền
xu ghê,xu,,xui ghê
bh mà e vs a đến vs nhau thì các chị còn có cảm tình k nhỉ bị xạo á,,bh e a vs,bây giờ mà em với anh đến với nhau thì các chị còn có cảm tình không nhỉ bị xạo á
ai kêu boi fen ma te ri ờ chi,boi fen ma te ri ờ,,ai kêu chất liệu bạn trai chi
em cũng có tc với anh mà anh hong nhận ra àaa,,tc,em cũng có tình cảm với anh mà anh hong nhận ra àaa
ước được ăn cookies 2 làm 3,,,ước được ăn bánh quy 2 làm 3
lúc trước đẹp quá hay quá dở quá ngon quá,,,lúc trước đẹp quá hay quá dở quá ngon quá
bây giờ ê ê ê ê nha ê,,,bây giờ ê ê ê ê nha ê
tôi sau mỗi buổi giãn cơ,,,tôi sau mỗi buổi giãn cơ
"không nói nhiều 
",,,"không nói nhiều 
"
màu xanh là của anh,,,màu xanh là của anh
em cũng là của anh luôn,,,em cũng là của anh luôn
"nghịch lý cuộc sống 
",,,"nghịch lý cuộc sống 
"
lúc muốn có ny thì toàn gặp trap với ghost,,ny,lúc muốn có người yêu thì toàn gặp trap với ghost
còn lúc cảm thấy tự do bay nhẩy ko cần có ny thì bao người nhẩu vào tán,,ny ko,còn lúc cảm thấy tự do bay nhẩy không cần có người yêu thì bao người nhẩu vào tán
rút cục thì đem về vẫn ôm gối ngủ 1 mình,,,rút cục thì đem về vẫn ôm gối ngủ 1 mình
tôi vừa đạp xe từ hà nội về yên bái nó thực sự là 1 trải nghiệm,,,tôi vừa đạp xe từ hà nội về yên bái nó thực sự là 1 trải nghiệm
tôi từng đi bộ từ đà nẵng ra huế 120km ôi thề lúc đó tinh thần thép thế giờ làm gì cũng có kiên trì nhưng trekking thì không,,,tôi từng đi bộ từ đà nẵng ra huế 120km ôi thề lúc đó tinh thần thép thế giờ làm gì cũng có kiên trì nhưng trekking thì không
vl đi bộ này thế mấy ngày thế ạ,vl,vl,thật á đi bộ này thế mấy ngày thế ạ
2 ngày thôi ạ một ngày con người có thể đi bộ 70km mà,,,2 ngày thôi ạ một ngày con người có thể đi bộ 70km mà
nghĩ tới việc dùng cả ngày chỉ để đi bộ thì em chịu lái xe về quê 2 tiếng còn thấy lâu như mấy ngày rồi ấy,,,nghĩ tới việc dùng cả ngày chỉ để đi bộ thì em chịu lái xe về quê 2 tiếng còn thấy lâu như mấy ngày rồi ấy
cảnh việt nam mình đẹp bạn ơi năm đó tui đã chinh phục cả đèo hải vân đấy biển mây cảnh trong trí nhớ thôi vừa đi vừa ngắm cảnh thử trekking xem ạ,,,cảnh việt nam mình đẹp bạn ơi năm đó tui đã chinh phục cả đèo hải vân đấy biển mây cảnh trong trí nhớ thôi vừa đi vừa ngắm cảnh thử trekking xem ạ
cháy ác,,,cháy ác
tuổi trẻ,,,tuổi trẻ
đạp về yb là đi lên cao hơn so với mặt nước biển đạp to chân luôn,,yb,đạp về yên bái là đi lên cao hơn so với mặt nước biển đạp to chân luôn
có được lên báo không vậy 1 thanh niên đạp xe từ hn ve yb vì nhớ mẹ,,hn yb,có được lên báo không vậy 1 thanh niên đạp xe từ hà nội ve yên bái vì nhớ mẹ
thật sự luônm,,,thật sự luôn
ghê vậy man,man,,ghê vậy ông anh
đi bên này sông cho gần đi bên kia cầu phong châu xa hơn,,,đi bên này sông cho gần đi bên kia cầu phong châu xa hơn
vcl oách,vcl,vcl,thật oách
mất bao lâu bro,bro,,mất bao lâu người anh em
t đạp xe từ nhà ra quán chưa được 1km mà mệt vãi cả l rồi,vãi cả l,t,tao đạp xe từ nhà ra quán chưa được 1km mà mệt vãi cả luôn rồi
ê đỉnh zị,zị,,ê đỉnh vậy
tôi đạp xe từ hn về th 162km từ hè,,hn th,tôi đạp xe từ hà nội về thanh hoá 162km từ hè
má giống mấy vụ đi chơi lạc từ tỉnh này sang tỉnh kia vl,vl,vl,má giống mấy vụ đi chơi lạc từ tỉnh này sang tỉnh kia cực
a đi mất bao lâu ạ,,a,anh đi mất bao lâu ạ
bí ẩn nhân loại cổ xưa,,,bí ẩn nhân loại cổ xưa
chờ đợi 10 năm cuối cùng đã có đáp án,,,chờ đợi 10 năm cuối cùng đã có đáp án
mất luôn tuổi thơ v,v,v,mất luôn tuổi thơ thật
chuẩn v,,v,chuẩn vậy
chuẩn kh phải chỉnh,,kh,chuẩn không phải chỉnh
tui cũng từng cmt như này,,cmt,tui cũng từng bình luận như này
t cũng thé và nhớ đông tây theo kiểu asean có e nên east là đông west là tây hehe,,asean t,tao cũng thé và nhớ đông tây theo kiểu hiệp hội các quốc gia đông nam á có e nên east là đông west là tây hehe
giống t,,t,giống tao
xin cảm ơn vì đã cho tôi biết mình không cô đơn,,,xin cảm ơn vì đã cho tôi biết mình không cô đơn
tớ cx vậy,,cx,tớ cũng vậy
ngôi south phương nam,,,ngôi sao phương nam
kanye west là thằng tây,,,kanye west là thằng tây
ê nha,,,ê nha
hồi đó t còn cố liên tưởng west thành taylor swift đhs lại thế cho dễ nhớ mà hoá ra nó k dễ chút nào t ghi vào đề thi là wift ạ,đhs,t k đhs,hồi đó tao còn cố liên tưởng west thành taylor swift không hiểu sao lại thế cho dễ nhớ mà hoá ra nó không dễ chút nào tao ghi vào đề thi là wift ạ
vì vụ kanye west à má hài quá,,,vì vụ kanye west à má hài quá
hơi ko giống ai nma tui mỗi lần quên thì cứ liên tưởng tới mấy bài rap thời 9x hồi xưa hay nghe đầu bài rap mấy ổng hay nói kiểu south side rap hay from the south side là giọng miền nam rồi tui bắt đầu suy ra,,ko nma,hơi không giống ai nhưng mà tui mỗi lần quên thì cứ liên tưởng tới mấy bài rap thời 9x hồi xưa hay nghe đầu bài rap mấy ổng hay nói kiểu south side rap hay from the south side là giọng miền nam rồi tui bắt đầu suy ra
êi chính t,,t,êi chính tao
tại sao mình luôn chi 1 khoảng để mua quần áo mới mỗi tháng,,,"tại sao mình luôn chi 1 khoảng để mua quần áo mới mỗi tháng
  "
mặc đẹp mặc chỉn chu mặc món mình thích làm mình tự tin hơn có năng lượng hơn và tích cực hơn,,,mặc đẹp mặc chỉn chu mặc món mình thích làm mình tự tin hơn có năng lượng hơn và tích cực hơn
và mình đang đầu tư vào các item thời trang bền vững thay vì thời trang nhanh ưu tiên tính ứng dụng và chất liệu lên hàng đầu,,,và mình đang đầu tư vào các item thời trang bền vững thay vì thời trang nhanh ưu tiên tính ứng dụng và chất liệu lên hàng đầu
đúng thiệttt mặc dù nhiều khi đi ra ngoài cũng chẳng gặp ai nhưng vẫn makeup xinh xắn ăn mặc xinh đẹp ra đường vừa vui vừa tự tin x10 lần,,,đúng thiệttt mặc dù nhiều khi đi ra ngoài cũng chẳng gặp ai nhưng vẫn makeup xinh xắn ăn mặc xinh đẹp ra đường vừa vui vừa tự tin x10 lần
đi đổ rác cũng phải xinh hả,,,đi đổ rác cũng phải xinh hả
mua một món quần áo mới cũng có thể làm mình zui cả ngày nữa,zui,,mua một món quần áo mới cũng có thể làm mình vui cả ngày nữa
có đồ đẹp là có động lực thức dậy đi làm liền,,,có đồ đẹp là có động lực thức dậy đi làm liền
đúng voậy,voậy,,đúng vậy
đúng ùi hay bị mẹ la là mua đồ quá nhiều nhưng việc mua đồ và mặc đẹp là niềm hạnh phúc với mình á có thể ăn k ngon nhưng đồ phải chỉnh chu,,k,đúng rồi hay bị mẹ la là mua đồ quá nhiều nhưng việc mua đồ và mặc đẹp là niềm hạnh phúc với mình á có thể ăn không ngon nhưng đồ phải chỉnh chu
mua đồ luôn cho mẹ đii,,,mua đồ luôn cho mẹ đii
mặc đẹp là mình vui mình vui là đc kệ mọi thứ,,đc,mặc đẹp là mình vui mình vui là được kệ mọi thứ
mặc kệ đi,,,mặc kệ đi
đúng cứ làm j mình thấy vui là ok,,j,đúng cứ làm gì mình thấy vui là ok
chuẩn lun mà cảm giác mặc đúng thứ mình thích nó vừa vui vừa sang vừa thoải mái vưag dễ chịu nếu mí bà mà có muốn học phối đồ thì có thể zô page tui coi thử nha tui hay tổng hợp mấy món để phối trông đẹp lắmmm,,lun,chuẩn luôn mà cảm giác mặc đúng thứ mình thích nó vừa vui vừa sang vừa thoải mái vừa dễ chịu nếu mấy bà mà có muốn học phối đồ thì có thể vô page tôi coi thử nha tôi hay tổng hợp mấy món để phối trông đẹp lắmmm
tiền quảng cáo của em 5 chăm,,,tiền quảng cáo của em 5 chăm
thật công nhận câu dưới mng cứ kêu này kia chứ 6 là không có năng lượng không tự tin trước đi làm t cũng mặc đẹp makeup xinh mới đi đến tự tin mng khen xinh là như được nạp năng lượng í mỗi lần đến làm là mấy chị đều dòm xem nay t mặc gì makeup xinh hơn hôm qua không,,mng t,thật công nhận câu dưới mọi người cứ kêu này kia chứ 6 là không có năng lượng không tự tin trước đi làm tao cũng mặc đẹp makeup xinh mới đi đến tự tin mọi người khen xinh là như được nạp năng lượng í mỗi lần đến làm là mấy chị đều dòm xem nay tao mặc gì makeup xinh hơn hôm qua không
đúng ghia tự tin làm gì cx oke,ghia,cx,đúng ghê tự tin làm gì cũng oke
y chang,,,y chang
mình xin shop bán đồ đẹp với,,,mình xin shop bán đồ đẹp với
kiếm đc thì cũg phải tiêu đc thích đầu tư vào ngoại hình cho chỉn chu chẳng hạn makeup ok r mà qáo k ổn thì cũg k đc thích đẹp,,đc k r qáo,kiếm được thì cũng phải tiêu được thích đầu tư vào ngoại hình cho chỉn chu chẳng hạn makeup ok rồi mà qáo không ổn thì cũng không được thích đẹp
hum nào mặc đẹp là vui vẻ tích cực lém mấy pồ mặc xấu hết mún ra đường,lém hum,mún,hôm nào mặc đẹp là vui vẻ tích cực lắm mấy pồ mặc xấu hết muốn ra đường
